2024-08-29 18:19:12 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 12548
2024-08-29 18:19:12 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-08-29 18:19:12 0 [Note] InnoDB: Uses event mutexes
2024-08-29 18:19:12 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-08-29 18:19:12 0 [Note] InnoDB: Number of pools: 1
2024-08-29 18:19:12 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-08-29 18:19:12 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-08-29 18:19:12 0 [Note] InnoDB: Completed initialization of buffer pool
2024-08-29 18:19:12 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-08-29 18:19:12 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 10093924.
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=153, page number=22] with future log sequence number 10069994
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 10054440
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=153, page number=34] with future log sequence number 10064859
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 10054396
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 10054352
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=441] with future log sequence number 10054308
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 10090318
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 10090091
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 10089770
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 10089437
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 10088831
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 10087988
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 10087641
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=266] with future log sequence number 10087302
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 10086980
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 10086701
2024-08-29 18:19:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 10086657
