2024-09-03 18:48:27 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 3136
2024-09-03 18:48:27 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-09-03 18:48:27 0 [Note] InnoDB: Uses event mutexes
2024-09-03 18:48:27 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-09-03 18:48:27 0 [Note] InnoDB: Number of pools: 1
2024-09-03 18:48:27 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-09-03 18:48:27 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-09-03 18:48:27 0 [Note] InnoDB: Completed initialization of buffer pool
2024-09-03 18:48:27 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-09-03 18:48:27 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 4352225.
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=155, page number=5] with future log sequence number 4012938
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=155, page number=3] with future log sequence number 4020849
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=155, page number=4] with future log sequence number 4012910
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=432] with future log sequence number 4018844
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=104, page number=4] with future log sequence number 4019587
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=407] with future log sequence number 4018800
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=157, page number=3] with future log sequence number 4021319
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=104, page number=3] with future log sequence number 4019606
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=395] with future log sequence number 4018756
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=154, page number=4] with future log sequence number 4012105
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 4018712
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 4018652
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 4018608
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 4061395
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=306] with future log sequence number 4018501
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 4068475
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=152, page number=385] with future log sequence number 4199269
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=152, page number=5] with future log sequence number 4199246
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 4198730
2024-09-03 18:48:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 4198686
