2024-09-26 12:12:45 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 19032
2024-09-26 12:12:45 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-09-26 12:12:45 0 [Note] InnoDB: Uses event mutexes
2024-09-26 12:12:45 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-09-26 12:12:45 0 [Note] InnoDB: Number of pools: 1
2024-09-26 12:12:45 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-09-26 12:12:45 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-09-26 12:12:45 0 [Note] InnoDB: Completed initialization of buffer pool
2024-09-26 12:12:45 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-09-26 12:12:45 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 41077428.
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 34594078
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=340, page number=1] with future log sequence number 40713164
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=482] with future log sequence number 40963271
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 40979702
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 40979702
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 40929338
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 40929338
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=297] with future log sequence number 40700259
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 40977771
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 40700215
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 40975465
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 40975465
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 40975188
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=451] with future log sequence number 40975188
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=286] with future log sequence number 40960249
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 40960249
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 40969753
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=432] with future log sequence number 40969753
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 40968317
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 40971301
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 40971301
2024-09-26 12:12:45 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 40967260
